order_id,customer,product_name,specification,quantity_pcs,delivery_date,item_label,year,month,day_of_month,daily_quantity
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,1,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,2,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,3,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,4,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,5,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,6,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,7,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,8,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,9,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,10,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,30,
123,Microvast PACK,Pouch Cell,MV06203127NTP-10Ah,10000,12.22,Planned Production Quantity,2013,11,31,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,1,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,2,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,3,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,4,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,5,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,6,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,7,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,8,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,9,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,10,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,30,
124,X,Pouch Cell,MV06203127NTP-6Ah,5000,12.25,Planned Production Quantity,2013,11,31,
